,,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Seoul,Incheon,Incheon,Incheon,Incheon,Incheon,Incheon,Incheon,Incheon,Incheon,Incheon,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Gyeonggi,Daejeon,Daejeon,Daejeon,Daejeon,Daejeon,Sejong,Chungbuk,Chungbuk,Chungbuk,Chungbuk,Chungbuk,Chungbuk,Chungbuk,Chungbuk,Chungbuk,Chungbuk,Chungbuk,Chungnam,Chungnam,Chungnam,Chungnam,Chungnam,Chungnam,Chungnam,Chungnam,Chungnam,Chungnam,Chungnam,Chungnam,Chungnam,Chungnam,Chungnam,Gwangju,Gwangju,Gwangju,Gwangju,Gwangju,Jeonbuk,Jeonbuk,Jeonbuk,Jeonbuk,Jeonbuk,Jeonbuk,Jeonbuk,Jeonbuk,Jeonbuk,Jeonbuk,Jeonbuk,Jeonbuk,Jeonbuk,Jeonbuk,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Jeonnam,Daegu,Daegu,Daegu,Daegu,Daegu,Daegu,Daegu,Daegu,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Gyeongbuk,Busan,Busan,Busan,Busan,Busan,Busan,Busan,Busan,Busan,Busan,Busan,Busan,Busan,Busan,Busan,Busan,Ulsan,Ulsan,Ulsan,Ulsan,Ulsan,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gyeongnam,Gangwon,Gangwon,Gangwon,Gangwon,Gangwon,Gangwon,Gangwon,Gangwon,Gangwon,Gangwon,Gangwon,Gangwon,Gangwon,Gangwon,Gangwon,Gangwon,Gangwon,Gangwon,Jeju,Jeju
,,Jongno-gu,Jung-gu,Yongsan-gu,Seongdong-gu,Gwangjin-gu,Dongdaemun-gu,Jungnang-gu,Seongbuk-gu,Gangbuk-gu,Dobong-gu,Nowon-gu,Eunpyeong-gu,Seodaemun-gu,Mapo-gu,Yangcheon-gu,Gangseo-gu,Guro-gu,Geumcheon-gu,Yeongdeungpo-gu,Dongjak-gu,Gwanak-gu,Seocho-gu,Gangnam-gu,Songpa-gu,Gangdong-gu,Jung-gu,Dong-gu,Michuhol-gu,Yeonsu-gu,Namdong-gu,Bupyeong-gu,Gyeyang-gu,Seo-gu,Ganghwa-gun,Ongjin-gun,Suwon-si,Seongnam-si,Uijeongbu-si,Anyang-si,Bucheon-si,Gwangmyeong-si,Pyeongtaek-si,Dongducheon-si,Ansan-si,Goyang-si,Gwacheon-si,Guri-si,Namyangju-si,Osan-si,Siheung-si,Gunpo-si,Uiwang-si,Hanam-si,Yongin-si,Paju-si,Icheon-si,Anseong-si,Gimpo-si,Hwaseong-si,Gwangju-si,Yangju-si,Pocheon-si,Yeoju-si,Yeoncheon-gun,Gapyeong-gun,Yangpyeong-gun,Dong-gu,Jung-gu,Seo-gu,Yuseong-gu,Daedeok-gu,Sejong-si,Cheongju-si,Chungju-si,Jecheon-si,Boeun-gun,Okcheon-gun,Yeongdong-gun,Jeungpyeong-gun,Jincheon-gun,Goesan-gun,Eumseong-gun,Danyang-gun,Cheonan-si,Gongju-si,Boryeong-si,Asan-si,Seosan-si,Nonsan-si,Gyeryong-si,Dangjin-si,Geumsan-gun,Buyeo-gun,Seocheon-gun,Cheongyang-gun,Hongseong-gun,Yesan-gun,Taean-gun,Dong-gu,Seo-gu,Nam-gu,Buk-gu,Gwangsan-gu,Jeonju-si,Gunsan-si,Iksan-si,Jeongeup-si,Namwon-si,Gimje-si,Wanju-gun,Jinan-gun,Muju-gun,Jangsu-gun,Imsil-gun,Sunchang-gun,Gochang-gun,Buan-gun,Mokpo-si,Yeosu-si,Suncheon-si,Naju-si,Gwangyang-si,Damyang-gun,Gokseong-gun,Gurye-gun,Goheung-gun,Boseong-gun,Hwasun-gun,Jangheung-gun,Gangjin-gun,Haenam-gun,Yeongam-gun,Muan-gun,Hampyeong-gun,Yeonggwang-gun,Jangseong-gun,Wando-gun,Jindo-gun,Sinan-gun,Jung-gu,Dong-gu,Seo-gu,Nam-gu,Buk-gu,Suseong-gu,Dalseo-gu,Dalseong-gun,Pohang-si,Gyeongju-si,Gimcheon-si,Andong-si,Gumi-si,Yeongju-si,Yeongcheon-si,Sangju-si,Mungyeong-si,Gyeongsan-si,Gunwi-gun,Uiseong-gun,Cheongsong-gun,Yeongyang-gun,Yeongdeok-gun,Cheongdo-gun,Goryeong-gun,Seongju-gun,Chilgok-gun,Yecheon-gun,Bonghwa-gun,Uljin-gun,Ulleung-gun,Jung-gu,Seo-gu,Dong-gu,Yeongdo-gu,Busanjin-gu,Dongnae-gu,Nam-gu,Buk-gu,Haeundae-gu,Saha-gu,Geumjeong-gu,Gangseo-gu,Yeonje-gu,Suyeong-gu,Sasang-gu,Gijang-gun,Jung-gu,Nam-gu,Dong-gu,Buk-gu,Ulju-gun,Changwon-si,Jinju-si,Tongyeong-si,Sacheon-si,Gimhae-si,Miryang-si,Geoje-si,Yangsan-si,Uiryeong-gun,Haman-gun,Changnyeong-gun,Goseong-gun,Namhae-gun,Hadong-gun,Sancheong-gun,Hamyang-gun,Geochang-gun,Hapcheon-gun,Chuncheon-si,Wonju-si,Gangneung-si,Donghae-si,Taebaek-si,Sokcho-si,Samcheok-si,Hongcheon-gun,Hoengseong-gun,Yeongwol-gun,Pyeongchang-gun,Jeongseon-gun,Cheorwon-gun,Hwacheon-gun,Yanggu-gun,Inje-gun,Goseong-gun,Yangyang-gun,Jeju-si,Seogwipo-si
Seoul,Jongno-gu,0.0,7.988567,10.68595,17.506317,26.536917,17.141517,27.2165,11.75345,25.858317,34.824367,29.912967,16.0185,13.333767,15.843767,25.10595,23.518067,26.754833,29.088683,20.700433,19.8552,25.640783,16.73415,19.275867,21.67825,23.9804,45.716383,42.011867,41.86795,44.765517,36.975333,32.067683,33.4539,36.93345,58.078267,44.400767,39.575217,31.38495,38.69815,34.385467,33.2976,28.3833,56.711417,56.784583,45.648417,31.795283,26.775867,30.387967,35.773217,42.134217,38.7903,35.623483,33.801367,34.685333,45.859383,37.039567,60.896917,59.976017,34.280183,51.8666,38.090217,48.986683,52.826283,69.022317,73.648567,70.477083,55.201167,112.541,111.785617,111.248033,110.834767,110.606717,100.120067,100.859267,94.980133,102.829067,113.025933,111.890967,139.158633,90.460983,77.861183,99.296883,88.845017,122.5766,69.8732,96.2454,115.564983,77.72375,91.737983,111.230767,115.444667,78.390317,128.457117,112.863333,129.948367,101.873733,99.7811,91.647667,108.37515,191.671383,189.55695,194.62095,185.691783,188.153867,137.9373,133.24865,130.963117,155.997567,166.11975,142.237167,128.926567,151.956883,140.93465,166.180183,149.160917,170.635883,167.657567,149.906833,211.074117,215.529067,203.854333,198.736633,205.599767,185.2195,177.15235,182.292633,234.955533,227.982917,197.282167,233.529117,228.600933,245.874633,218.004983,195.457167,192.135283,179.971633,171.787667,278.560417,252.539217,210.860417,186.742917,191.000383,182.744033,189.11395,185.90885,189.894667,184.759067,191.5848,213.85515,217.292067,150.9154,164.015083,163.889717,144.585817,195.4603,139.23545,123.99755,205.141267,171.595783,170.891367,184.007967,210.493767,207.880983,210.556217,195.84725,173.710817,175.377167,146.1301,154.450667,197.547267,390.127883,265.23545,269.158133,251.08035,263.012267,251.603967,250.59545,266.694883,246.21425,271.33185,254.691367,247.412467,242.282317,261.347317,267.667883,251.79785,255.762917,246.234833,245.60795,256.530917,242.818367,239.492017,241.036533,213.714233,232.942433,220.987533,249.640283,221.503883,249.183383,243.77095,226.177833,233.640117,201.940483,227.2416,231.191217,220.797017,182.99045,177.611183,187.2783,206.724433,82.272733,82.720383,149.792033,171.399383,175.725683,140.96055,175.2526,81.847067,87.61915,126.358367,127.25045,155.543367,81.12125,106.0824,113.612083,108.1256,158.820183,121.94095,517.231333,563.24455
Seoul,Jung-gu,8.98285,0.0,10.302783,14.21495,22.224783,15.6081,29.0176,14.42455,29.115533,32.68175,28.5905,23.144083,21.244267,23.315217,33.394983,27.981517,36.786917,35.166867,25.34535,19.990033,25.7626,14.320067,17.887267,19.4159,21.719583,46.66,42.668983,42.1024,45.042917,38.165633,32.389033,33.720983,37.222367,59.483967,44.676983,37.1045,28.237033,40.73475,31.935417,33.559267,34.394317,54.571283,56.789633,45.885417,42.0773,24.274083,28.935767,35.5867,38.959133,37.969317,33.107783,31.789667,35.830383,43.2466,42.308167,59.98515,57.032217,35.63825,49.468833,35.590033,48.742933,52.639333,68.1143,73.838267,68.705867,54.350317,110.707017,110.264233,109.951983,109.535867,109.316983,99.089417,99.773717,94.007,101.963483,111.429467,110.19875,137.6866,89.471867,76.971767,98.07645,87.76185,122.690517,68.8463,95.055817,116.532167,76.851583,92.7712,109.79885,119.943933,79.507183,126.880733,111.518467,128.86665,101.285883,99.389133,91.45965,109.45975,190.2373,188.365033,193.231033,184.181733,186.81675,136.686433,131.593333,129.96545,154.760517,165.03225,141.1161,127.6901,150.936217,139.378417,164.620317,147.844633,169.6128,166.317167,148.811033,209.835633,214.183633,202.606967,197.117517,204.392317,184.109133,175.890567,181.025467,233.532533,226.68425,195.896817,234.719767,227.685667,241.727117,216.493833,194.21285,191.852083,178.83535,170.462333,273.27175,251.338033,209.551067,187.898667,192.259917,183.4762,190.12035,186.708583,190.824783,185.414883,192.760233,213.054717,216.83635,150.736567,160.310383,163.340067,143.904517,194.1958,138.35785,123.3681,204.24405,170.597733,170.342067,182.968633,209.50835,207.445133,209.460333,195.245167,173.268717,174.567267,145.687033,153.761183,196.585183,389.042583,269.769217,273.623733,252.4773,264.70415,265.566933,252.70625,271.273,248.224433,275.302033,255.811717,248.788733,243.722667,256.859383,272.084467,252.978367,256.8976,246.101033,245.355783,256.516783,242.672233,238.99855,240.3361,212.2477,230.97015,218.895433,248.97245,220.300833,247.0878,242.577983,224.72615,232.942733,200.95995,225.21935,229.89865,219.4212,181.241433,176.005317,186.0164,205.91895,81.325467,81.85505,148.122467,170.353083,172.283933,139.410683,176.644583,79.586167,86.366833,126.099433,125.36335,152.270883,80.817833,105.148233,112.8687,107.21275,158.083783,120.621067,516.217317,562.230533
Seoul,Yongsan-gu,10.276833,11.0111,0.0,13.8095,17.319333,16.923117,23.7989,18.8598,30.480033,27.7329,23.683867,24.449417,22.124617,17.25615,24.791683,21.473933,28.952067,26.140883,19.096483,14.610917,20.01165,13.536067,15.8339,17.3331,19.666483,40.753533,37.476233,36.975133,40.3745,32.30815,27.35025,28.768633,32.392517,54.37075,39.4275,36.547383,26.028517,33.098867,28.532433,28.853683,27.928933,54.5114,51.21765,42.0828,27.807183,21.088883,23.857517,30.07685,38.9313,34.7335,29.914167,28.1524,30.276683,42.745183,35.103717,55.049333,55.722317,30.733883,46.369883,33.60035,43.59505,50.775083,64.460567,68.5142,64.638667,50.57445,108.91335,108.623433,108.46385,107.589717,106.375483,98.029217,97.92795,91.561533,97.795267,110.038033,108.4119,136.415833,86.54375,74.989117,97.32365,86.552083,120.50955,67.03335,93.412567,111.537433,75.581367,87.967217,108.0554,118.294033,74.437633,124.880983,110.103567,127.340367,99.143983,97.39455,89.440967,104.8113,189.49355,187.884283,192.62835,183.417067,186.254317,135.198983,130.194483,128.804683,153.702517,164.086417,140.028483,126.36035,149.816,138.036533,163.25215,146.5473,168.615033,165.50025,147.78995,209.67085,213.451217,201.966383,195.88025,203.393533,183.3669,174.6085,179.826317,233.006383,226.254367,195.409383,234.77995,227.473417,241.72385,216.414133,193.864517,191.213333,177.921017,169.8918,273.297583,250.969417,209.1922,186.716183,190.875933,182.46915,188.844733,185.589233,189.812667,184.439517,192.697833,209.137983,212.8425,147.095117,156.75035,159.322133,141.618683,190.852167,135.016433,119.7048,200.27525,167.347033,165.774283,178.579483,203.79975,201.353733,205.736833,191.978183,169.447517,171.153567,142.8553,147.094333,193.18445,386.943517,270.233183,273.687833,250.828183,262.558683,251.357033,250.57235,271.21115,245.611367,275.489233,255.238833,248.036383,242.178667,255.590733,272.222067,252.5904,256.72165,242.79665,242.148917,251.387017,240.368783,235.6407,237.285133,210.03815,228.905683,217.265867,246.737983,216.864767,245.3538,239.683933,223.272117,230.45925,197.785783,223.1884,228.778083,219.784283,179.7034,174.532167,184.3179,202.46865,76.3739,77.675917,142.531767,164.2603,168.293933,134.219933,170.810683,75.583317,84.737383,121.549767,121.9298,148.137317,76.67555,100.183633,108.25555,102.50695,152.222917,115.243733,519.815733,565.82895
Seoul,Seongdong-gu,16.90815,15.518083,14.175683,0.0,15.106933,4.9001,19.641633,11.5555,22.030867,25.113233,21.038883,21.1218,20.4125,21.271317,32.470567,27.2009,34.648483,31.193383,23.871133,18.681833,24.28815,16.299633,13.892867,17.0092,19.33405,46.732783,43.44385,42.937383,46.144017,38.181983,33.114983,34.6394,38.214617,60.4234,45.380967,39.118067,25.391683,28.84885,33.885933,34.56645,33.662633,57.093283,47.0672,46.864817,35.03195,26.325233,21.12765,26.50965,41.641917,39.923817,35.18635,33.186767,30.014633,44.248317,40.1075,54.26105,59.5117,36.636517,51.25005,33.27315,41.030417,43.4539,63.6341,64.532467,64.371567,50.326283,111.102,110.903667,110.722217,110.061933,110.492467,101.21465,100.643733,93.55475,97.130083,112.410467,110.859333,138.473433,91.458733,78.2544,98.527817,89.412583,119.6542,69.970383,96.49745,116.839433,78.45045,93.502717,111.318217,121.052417,79.998867,127.171367,112.6142,129.834067,102.730617,100.792133,92.749883,109.951717,191.733617,190.071267,195.0792,185.58485,188.438817,137.957667,132.797383,131.664683,156.173517,166.454117,142.308533,128.981983,152.0303,140.085083,165.104433,149.193117,170.663233,167.4443,149.818033,211.255267,215.979567,204.489217,198.19765,205.6319,185.559317,177.25615,182.250067,235.359067,228.3785,197.717817,236.589933,237.280483,242.741683,218.466783,195.66685,193.044017,179.75995,172.452683,273.900617,252.5142,210.780717,184.36785,188.552517,180.46445,186.397783,183.559483,187.5865,182.053817,188.774317,208.642567,212.319333,149.81155,157.549583,159.461867,137.3979,190.005133,134.967617,119.9294,199.6647,170.747633,166.809817,179.7816,205.292283,201.2492,205.765267,191.485117,169.434183,170.79395,142.03935,146.5428,192.965083,386.159117,253.934817,257.988383,248.200167,259.745333,250.04725,248.272583,254.572467,242.350233,255.425533,251.454233,244.777633,239.4075,251.7001,254.444617,248.537017,254.005267,240.549483,239.864317,248.65795,237.597433,233.508217,236.421417,211.799483,230.680417,219.256933,245.18865,216.847317,246.970933,239.615967,224.53635,229.8161,197.6716,224.949267,231.55825,222.382,181.84345,176.743567,186.255467,201.6457,74.972033,76.948683,143.137867,165.132267,168.901783,134.355383,171.480183,75.017383,81.91515,123.80135,121.151117,148.582083,71.5581,100.071317,108.091717,102.48495,152.503417,115.28175,526.262367,572.275583
Seoul,Gwangjin-gu,22.70325,21.785417,16.193983,13.771,0.0,15.468133,20.401617,21.779633,28.315333,24.594433,20.4617,27.528183,26.851167,23.403317,31.82505,27.90705,32.321967,35.085967,24.78505,19.66675,25.082317,17.3173,11.509983,8.951033,12.0032,47.647933,43.760033,43.702983,46.992917,39.202,34.035317,36.01425,39.103867,61.152533,46.315867,40.20095,23.180517,29.975033,34.8888,35.518167,33.91985,57.93575,45.2766,48.406883,33.7274,27.3171,15.8348,21.7794,42.56845,41.017,36.307583,34.253633,24.3878,42.814033,40.912533,47.03595,53.769733,37.290783,52.229117,26.503533,37.39735,40.597383,56.403183,62.639967,57.6874,43.345917,113.353983,112.926417,112.314567,111.839217,110.81405,102.06805,90.136133,85.014533,89.856183,113.536967,112.527833,140.365133,81.4835,72.74525,91.07585,82.7588,109.959367,71.1071,98.174517,122.244567,79.84265,98.9584,112.869983,123.243567,85.614917,129.286967,114.713917,132.08825,104.594617,102.585,94.364933,115.64435,194.5744,192.849533,197.62765,188.48835,190.75725,139.28005,134.17495,132.688233,157.97015,169.112533,144.111167,130.512,153.814867,141.9817,166.906017,151.095217,172.9726,169.526767,151.883067,213.380017,218.59745,207.012417,199.8187,208.2547,187.5874,179.378817,184.573233,238.465233,231.6543,199.362883,238.768667,231.492283,246.155517,220.308467,197.97495,195.474283,182.153933,174.175083,277.391367,254.612083,213.133467,178.7867,182.91615,174.912833,180.785317,177.775567,181.851767,176.295567,184.757783,204.555933,208.6551,150.732433,150.137467,154.588767,130.272767,185.991083,129.653867,114.12195,195.683533,162.44595,159.775083,172.690083,198.363417,195.929633,201.7045,187.646417,165.014567,166.285167,137.439683,140.574,187.620683,380.5224,249.7105,253.375667,243.582633,254.857967,244.9843,243.237,250.1993,237.79315,250.968567,246.5499,240.303317,234.9953,244.965967,250.37925,243.733417,249.2111,236.302117,235.719833,244.47065,233.805067,229.256517,234.3753,213.729217,232.36015,220.808433,243.33705,212.657517,248.666033,235.843867,228.44895,226.189717,193.6972,226.5676,234.177583,224.801167,183.62445,178.568683,188.416767,198.460383,68.644883,70.064417,135.372267,157.155183,162.9518,126.771033,164.306867,67.14625,75.032667,113.628833,113.268383,142.309533,68.492983,92.5739,100.8218,94.92495,145.017617,107.498717,528.094717,574.107933
Seoul,Dongdaemun-gu,18.178133,15.65095,17.28315,7.520083,17.950667,0.0,18.309583,9.56285,20.819583,22.058533,17.902817,19.7437,18.874367,19.79495,30.726533,26.9529,31.391417,33.570333,25.328883,22.656717,28.2203,19.3385,16.870983,19.922233,23.21585,49.534017,45.9567,45.859283,48.991033,40.9862,35.933017,37.500633,41.194667,61.446717,48.413217,42.28095,28.786967,27.620983,38.007433,37.6522,32.66245,60.645983,45.77865,50.03415,38.412283,29.369933,20.13505,25.272167,44.712033,43.076533,38.384083,36.265933,31.841867,47.163167,39.905317,57.759617,61.990217,37.374133,54.395467,33.046217,38.565017,42.156233,62.330933,63.302283,62.814833,49.929617,114.456333,114.2286,114.064967,112.935017,111.913417,104.11145,96.806983,91.390517,95.786233,114.5816,113.672517,140.99245,87.8052,81.874267,96.601933,87.646467,114.960383,73.056967,99.7233,118.585733,81.391783,95.689867,114.4672,123.0054,86.921717,130.105583,115.587017,132.52545,105.495717,103.587733,95.229717,112.576917,194.748,193.2893,198.276333,188.5952,191.464183,140.96035,135.529233,134.5074,159.088467,169.380433,145.096283,131.853833,154.864867,142.53365,167.236567,151.743283,173.1547,169.7023,152.230967,213.111717,218.664117,206.8997,200.165333,208.095733,187.886983,179.76185,184.680383,237.6484,230.100083,199.812533,238.38815,230.267517,244.601983,220.333533,197.563417,194.836083,182.104683,174.869833,275.366133,253.579717,212.5862,184.448417,188.932733,180.5958,186.594833,183.578167,187.78065,182.093933,188.909883,209.590917,213.083967,152.922983,155.270467,160.189017,135.940917,190.640417,139.84025,120.7202,201.40125,167.4924,164.817017,177.31495,202.641717,200.227083,206.379717,195.493,169.448567,173.97455,142.527817,145.862517,195.68235,386.031683,254.486533,258.41045,248.339033,264.745317,249.86415,250.949867,255.223917,243.958317,256.377883,252.235483,244.797467,240.217117,250.182733,255.429883,249.5642,254.135667,240.8816,240.643167,249.506067,242.2435,234.0146,237.2252,213.618683,231.948517,220.350983,245.9058,217.415067,248.05465,240.3726,226.289083,229.700933,197.615733,226.291917,233.69775,224.368583,183.68905,178.80335,188.234733,201.748417,76.07535,76.001533,143.110733,165.970767,168.08375,135.1711,166.80075,75.440133,79.810633,118.79935,119.6227,146.794183,70.084133,102.512317,107.39025,102.51085,152.626633,115.23105,529.612083,575.6253
Seoul,Jungnang-gu,29.0863,28.9685,23.735383,22.8634,22.078867,19.760483,0.0,21.592183,24.797883,18.987933,14.849383,26.05875,25.201433,26.185333,37.321467,33.355683,37.901383,39.976183,31.798367,26.750683,32.317383,25.201017,24.5441,20.659067,24.388367,56.82615,53.197217,52.984467,56.23805,48.223917,43.34375,44.657833,46.860933,67.92715,55.664183,49.48175,27.147317,23.4888,44.285017,44.88615,39.408767,62.950367,40.571317,51.244633,37.72725,36.279483,12.8416,18.770283,47.783933,49.684617,39.149217,37.650867,23.5159,45.519783,43.17215,47.3257,54.482217,43.889917,55.19795,26.746583,34.678833,35.81415,56.178317,57.914867,56.09045,43.111417,113.316917,112.74585,112.812017,111.604933,110.655133,112.118583,91.06425,85.840133,90.364117,113.957933,112.801817,141.719867,82.29585,73.0583,93.082517,82.267517,109.899417,75.6331,102.70195,132.780467,90.773083,102.842417,117.577483,127.246033,87.848233,129.344117,118.869633,136.259433,108.456533,111.74815,98.535217,117.72655,198.925433,197.497333,207.509367,192.894717,195.768167,144.441517,139.4008,142.905983,163.222683,179.05405,148.873233,135.64095,158.994067,142.76425,167.987183,156.20105,183.7122,174.12905,156.497283,217.8926,223.676367,211.858633,205.3442,213.2235,197.611483,183.907317,189.58675,243.22085,240.61275,204.7102,240.27015,235.556867,254.679183,226.001267,202.299967,198.9045,186.754817,179.139733,285.606967,258.970333,217.6196,179.823583,184.0057,175.993017,181.926883,178.832517,183.034433,177.428717,185.48835,205.587117,209.614633,153.214867,150.947317,155.622517,130.623917,187.128867,130.498517,115.074383,197.304933,163.275083,160.407083,173.249567,198.847833,196.5155,202.963583,188.372217,165.80345,166.995567,137.8069,141.0116,187.931917,379.343433,250.655567,254.945983,244.99095,256.709533,247.403,245.01015,251.131917,239.270317,254.904517,248.06745,241.024233,236.291267,248.563367,251.451167,245.192833,249.897117,238.005183,237.3511,246.175283,235.4637,230.915967,234.45955,214.522633,233.557883,222.048183,243.96095,214.040733,249.760383,237.235567,229.279767,226.552117,194.208783,228.024367,238.873633,228.394533,184.744433,179.50225,189.715167,198.857133,71.210417,70.196633,136.4051,159.1904,162.727833,127.428917,166.13905,67.670067,75.215383,113.5841,114.4684,142.4533,63.785067,92.52715,100.382667,95.127783,145.6235,108.2183,528.560133,574.57335
Seoul,Seongbuk-gu,12.110467,13.830133,19.8789,13.986133,22.394883,11.00845,18.325183,0.0,16.946317,23.756633,19.57055,18.967033,18.20795,19.154433,30.02445,26.10415,30.671017,32.949333,24.57905,25.369817,30.783267,25.418683,21.140617,22.758717,26.134533,50.752317,47.095383,46.974217,49.886767,42.299933,37.4606,36.82265,39.442783,60.377,49.560967,47.0482,31.863317,29.14955,43.090683,38.9635,32.217483,64.230383,47.1595,49.378333,34.399833,35.415667,21.43705,26.619417,49.1562,42.651217,42.861867,42.46965,31.4821,52.577733,39.34675,55.106317,62.606483,36.66055,56.1694,34.4669,39.537,43.60005,63.922767,64.746183,63.666783,51.528033,118.810867,119.2856,119.130967,118.04395,117.0801,107.845333,98.049183,93.60655,97.87455,120.504083,118.659083,148.428867,88.995417,80.053183,99.248333,89.03695,116.996783,76.796467,103.927583,118.3817,83.412617,95.113767,118.963417,123.400167,82.2486,135.541883,120.2071,134.786817,106.1452,104.169717,96.935867,112.1561,201.099033,199.432033,204.432167,194.9758,198.080817,145.55505,140.488683,138.546667,164.223583,175.3367,149.86825,136.770733,160.18815,149.254167,174.292583,157.641633,177.348683,175.543083,157.541283,220.111233,225.6769,214.085033,206.701917,215.086533,193.2852,186.74375,191.330933,244.8523,237.469083,207.430967,244.980667,236.723,255.641617,227.553017,203.533983,200.497383,187.449967,180.4836,288.118717,261.87635,219.482817,188.576867,192.876183,184.878567,190.825567,187.684767,191.892433,186.3132,193.85905,211.428133,214.121833,158.118583,158.527533,160.847767,138.83225,192.868733,137.072933,121.556,202.6446,168.578633,167.694617,180.262633,206.112633,203.207633,207.4563,191.987917,170.336717,170.754183,143.112167,148.78705,196.059083,390.817617,259.979533,264.03815,254.1668,266.707917,257.0181,254.243233,260.90735,248.1795,261.389517,257.214817,249.4412,245.3115,257.9677,260.4937,254.384067,258.550433,245.753617,245.346983,254.06415,243.338867,238.597783,238.666883,220.46455,238.492917,226.59705,248.380867,219.057283,255.196433,242.200267,232.98495,230.525683,198.264483,232.5705,239.198633,230.62475,190.30525,185.475,195.6965,202.704717,76.862483,77.7321,142.58835,165.256383,170.274167,134.150183,172.021867,75.48365,83.278733,120.867233,123.349817,149.996783,71.50885,99.875167,108.172783,102.09675,151.928983,114.990717,530.333483,576.3467
Seoul,Gangbuk-gu,23.679283,24.78375,28.045733,23.8457,25.8418,21.815067,22.298383,16.317083,0.0,13.596267,11.42215,23.903333,23.248967,24.2247,34.415283,31.231183,36.2771,38.096517,29.757483,31.043133,36.486583,29.539133,26.579517,28.525383,30.77635,56.3948,52.665617,52.40795,54.916833,47.771267,42.754683,42.205467,45.261067,65.6045,55.08965,52.654633,37.564767,21.159767,47.43585,44.529233,37.497867,70.501317,38.84885,54.562667,33.961617,39.771083,27.451733,32.528083,55.309067,47.762017,48.950633,46.653167,37.217717,58.6128,39.30805,60.953017,68.95455,42.02135,61.881467,40.38325,30.498783,38.351633,71.195317,56.44255,65.500083,57.379233,125.322017,124.85555,124.192583,122.52035,122.2187,114.5885,104.1453,99.122433,103.660167,126.090783,124.574017,153.64,95.407017,85.896217,105.103633,96.338083,122.4594,82.968583,110.029417,124.176283,89.061783,100.85475,125.077883,129.37765,87.908067,141.335483,126.058467,140.72175,111.797717,109.761983,102.021583,115.798733,206.198233,203.080683,208.99925,198.990783,202.05595,151.5268,147.1116,144.347433,169.826867,180.920667,155.94125,142.638433,165.824617,154.696117,179.690517,163.46935,182.56535,181.9314,163.750867,225.71925,231.819333,220.1926,212.196967,221.123317,198.656917,192.54335,197.18495,250.737183,244.444267,212.113817,249.9256,242.576917,253.547817,232.944283,209.795267,206.360333,193.67415,186.120933,292.800567,268.012917,225.11915,191.377933,195.671617,187.878933,193.8417,190.279933,194.388733,189.71265,196.243533,215.7936,218.486383,163.4629,163.841817,165.858933,144.006633,197.286367,141.960017,126.702383,207.586567,173.76565,173.37385,185.736183,211.250333,208.658483,212.595133,199.14005,175.32915,177.3054,148.405,154.334783,201.750633,394.172917,263.548667,268.765367,256.567933,269.043317,259.062517,257.209483,264.958083,250.776083,265.2812,260.162867,250.026683,247.839267,259.1668,263.763433,256.944983,259.608233,246.642367,246.002567,256.478917,244.605533,239.20525,243.098433,226.3905,244.72365,232.987483,251.954733,224.11245,261.415583,247.265867,238.303817,235.0039,203.28755,238.902167,246.770783,237.919867,196.646083,191.911017,201.530217,207.48515,85.401917,83.447233,146.38415,168.19795,176.093717,140.678717,174.0096,83.960267,89.0071,126.44575,129.114167,154.988817,66.219167,105.484667,112.5576,110.501267,156.60505,121.208067,539.80035,585.813567
